"GENDER","CATEGORY","College Code","College Name","Branch","Place","Last Rank (2022)"
"FEMALE","ST","ACET","ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","PEDDAPURAM","170439"
"FEMALE","ST","GDLV","SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","GUDLAVALLERU","170439"
"FEMALE","ST","ASIP","AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","PARITALA","170541"
"FEMALE","ST","AVEN","AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","NARSIPATNAM","170674"
"FEMALE","ST","AITK","ANNAMACHARYA INST OF TECH AND SCI","COMPUTER SCIENCE AND ENGINEERING","KADAPA","170729"
"FEMALE","ST","ASVR","SVR ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","NANDYAL","170735"
"FEMALE","ST","GIET","GIET ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","RAJAHMUNDRY","170863"
"FEMALE","ST","PRAG","PRAGATI ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","PEDDAPURAM","170889"
"FEMALE","ST","GVPT","G V P COLLEGE FOR DEGREE AND PG COURSES","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","170983"
"FEMALE","ST","VSPT","VISAKHA INST OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","171003"
"FEMALE","ST","ALTS","ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","ANANTAPURAM U","171244"
"FEMALE","ST","ELRU","ELURU COLLEGE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","ELURU","171298"
"FEMALE","ST","PCEK","G.PULLAIAH COLL. OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","KURNOOL","171316"
"FEMALE","ST","NITN","NARSARAOPET INSTITUTE OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","NARSARAOPET","171406"
"FEMALE","ST","BABA","BABA INST OF TECH AND SCIENCES","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","171559"
"FEMALE","ST","ACES","ADITYA COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","PEDDAPURAM","171628"
"FEMALE","ST","NVRT","N.V.R.COLLEGE OF ENGG TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","TENALI","171643"
"FEMALE","ST","SGIT","DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","MARKAPUR","171692"
"FEMALE","ST","PITW","PRIYADARSHINI INST. OF TECH AND SCIENCES FOR WOMEN","COMPUTER SCIENCE AND ENGINEERING","TENALI","171748"
"FEMALE","ST","MPLG","SRI MITTAPALLI COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","171770"
"FEMALE","ST","NSPE","NARSARAOPETA ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","NARSARAOPET","171843"
"FEMALE","ST","VITK","P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI.","COMPUTER SCIENCE AND ENGINEERING","KAVALI","171874"
"FEMALE","ST","GKCS","GOKULA KRISHNA COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","SULLURPET","171886"
"FEMALE","ST","WSTM","WELLFARE INST OF SCIENCE TECH AND MGMT","COMPUTER SCIENCE AND ENGINEERING","PINAGADI","171931"
"FEMALE","ST","IITM","INDIRA INST OF TECHNOLOGY SCI","COMPUTER SCIENCE AND ENGINEERING","MARKAPUR","171945"
"FEMALE","ST","SVPP","SRI VENKATESA PERUMAL COLLEGE OF ENGG. AND TECH","COMPUTER SCIENCE AND ENGINEERING","PUTTUR","171977"
"FEMALE","ST","ACEM","ADITYA COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","MADANAPALLE","172055"
"FEMALE","ST","NARN","NARAYANA ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","NELLORE","172082"
"FEMALE","ST","DNRE","DNR COLLEGE OF ENGG AND TECH","COMPUTER SCIENCE AND ENGINEERING","BHIMAVARAM","172110"
"FEMALE","ST","SREC","SANTHIRAM ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","NANDYAL","172131"
"FEMALE","ST","ISTS","INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN","COMPUTER SCIENCE AND ENGINEERING","RAJAHMUNDRY","172141"
"FEMALE","ST","VSVT","SRI VASAVI ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","TADEPALLIGUD EM","172159"
"FEMALE","ST","IDEL","IDEAL INSTITUTE OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","KAKINADA","172188"
"FEMALE","ST","CITY","CHALAPATHI INST OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","172298"
"FEMALE","ST","WISE","WEST GODAVARI INSTT OF SCIENCE AND ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","NALLAJERLA","172308"
"FEMALE","ST","GVPW","GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","172327"
"FEMALE","ST","KISR","KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES","COMPUTER SCIENCE AND ENGINEERING","RAMACHANDRA PURAM","172353"
"FEMALE","ST","BVSR","BVSR ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","CHIMAKURTHY","172407"
"FEMALE","ST","TMLN","TIRUMALA ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","NARSARAOPET","172455"
"FEMALE","ST","RKCE","R.K.COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","IBRAHIMPATNA M","172518"
"FEMALE","ST","HITE","HELAPURI INST OF TECH AND SCIENCE","COMPUTER SCIENCE AND ENGINEERING","ELURU","172574"
"FEMALE","ST","TECH","TADIPATRI ENGG COLLEGE","COMPUTER SCIENCE AND ENGINEERING","TADIPATRI","172628"
"FEMALE","ST","PRIK","PRIYADARSHINI COLL OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","NELLORE","172651"
"FEMALE","ST","PKSK","PRAKASAM ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","KANDKUR","172653"
"FEMALE","ST","RPRA","RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS","COMPUTER SCIENCE AND ENGINEERING","ONGOLE","172728"
"FEMALE","ST","RITV","RAGHU INST. OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","BHEEMUNIPAT NAM","172736"
"FEMALE","ST","CHDL","CHADALAWADA RAMANAMMA ENGG. COLLEGE","COMPUTER SCIENCE AND ENGINEERING","TIRUPATHI","172774"
"FEMALE","ST","QISE","QIS COLLEGE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","ONGOLE","172829"
"FEMALE","ST","GIER","GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","RAJAHMUNDRY","172871"
"FEMALE","ST","CIET","CHALAPATHI INST OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","172950"
"FEMALE","ST","RSRN","RAMIREDDY SUBBA RAMIREDDY ENGG COLLEGE","COMPUTER SCIENCE AND ENGINEERING","NELLORE","172954"
"FEMALE","ST","SIEN","SRI SARATHI INSTITUTE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","NUZVID","173047"
"FEMALE","ST","SSCC","SRINIVASA INSTITUTE OF TECHNOLOGY AND MANG STUDIES","COMPUTER SCIENCE AND ENGINEERING","CHITTOOR","173077"
"FEMALE","ST","NRIT","NRI INSTT OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","173107"
"FEMALE","ST","KVSR","DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","KURNOOL","173290"
"FEMALE","ST","PIIT","PRIYADARSHINI INST OF TECH AND MGMT","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","173298"
"FEMALE","ST","NEWT","NEWTON INSTITUTE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","MACHERLA","173386"
"FEMALE","ST","ASTC","AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","CHEEPURUPALLI","173402"
"FEMALE","ST","VVGV","VKR VNB AND AGK ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","GUDIVADA","173407"
"FEMALE","ST","ACEE","ADARSH COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","GOLLAPROLU","173467"
"FEMALE","ST","SVCN","SREE VENKATESWARA COLL OF ENGG","COMPUTER SCIENCE AND ENGINEERING","NELLORE","173537"
"FEMALE","ST","SVIT","SRI VENKATESWARA INST OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","ANANTAPURAM U","173538"
"FEMALE","ST","PPDV","PALADUGU PARVATHI DEVI COLLEGE OF ENGG AND TECH","COMPUTER SCIENCE AND ENGINEERING","VIJAYAWADA","173554"
"FEMALE","ST","NOVA","NOVA COLLEGE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","JANGAREDDYG UDEM","173554"
"FEMALE","ST","AUCE","A U COLLEGE OF ENGG. VISAKHAPATNAM","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","9143"
"FEMALE","ST","SRMUPU","S R M UNIVERSITY AP","ELECTRONICS AND COMMUNICATION ENGINEERING","AMARAVATHI","14450"
"FEMALE","ST","JNTA","JNTUA COLLEGE OF ENGG. ANANTAPURAMU","ELECTRONICS AND COMMUNICATION ENGINEERING","ANANTAPURAM U","23882"
"FEMALE","ST","SVUC","S V U COLLEGE OF ENGG. TIRUPATHI","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","25542"
"FEMALE","ST","SRMUPU","S R M UNIVERSITY AP","ELECTRONICS AND COMMUNICATION ENGINEERING","AMARAVATHI","34200"
"FEMALE","ST","ACET","ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","PEDDAPURAM","45410"
"FEMALE","ST","JNTP","JNTUA COLLEGE OF ENGG PULIVENDULA","ELECTRONICS AND COMMUNICATION ENGINEERING","PULIVENDULA","45907"
"FEMALE","ST","VIEW","VIGNANS INSTT OF ENGINEERING FOR WOMEN","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","60388"
"FEMALE","ST","JNTV","JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM","ELECTRONICS AND COMMUNICATION ENGINEERING","VIZIANAGARAM","61061"
"FEMALE","ST","GVPW","GAYATHRI VIDYA PARISHAD COLL OF ENGG FOR WOMEN","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","66009"
"FEMALE","ST","CENUPU","CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT","ELECTRONICS AND COMMUNICATION ENGINEERING","TEKKALI","67082"
"FEMALE","ST","NSRT","NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","67390"
"FEMALE","ST","GVPE","GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","70224"
"FEMALE","ST","GIET","GIET ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","RAJAHMUNDRY","74817"
"FEMALE","ST","JNTK","JNTUK COLLEGE OF ENGG. KAKINADA","ELECTRONICS AND COMMUNICATION ENGINEERING","KAKINADA","77489"
"FEMALE","ST","IDEL","IDEAL INSTITUTE OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","KAKINADA","82359"
"FEMALE","ST","JNTC","JNTUA COLLEGE OF ENGINEERING. KALIKIRI","ELECTRONICS AND COMMUNICATION ENGINEERING","KALIKIRI","82490"
"FEMALE","ST","SGVP","SATYA INST OF TECHNOLOGY AND MGMT","ELECTRONICS AND COMMUNICATION ENGINEERING","VIZIANAGARAM","87748"
"FEMALE","ST","SSSE","SANSKRITHI SCHOOL OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","PUTAPARTHI","91143"
"FEMALE","ST","GVRS","G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","94049"
"FEMALE","ST","SVUCSS","S V U COLLEGE OF ENGG. -SELF SUPPORTING-TIRUPATHI","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","95011"
"FEMALE","ST","YGVU","YGVU YSR ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","PRODDATUR","96646"
"FEMALE","ST","URCE","USHA RAMA COLL OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","TELAPROLU","101328"
"FEMALE","ST","SVCT","SRI VENKATESWARA COLLEGE OF ENGG. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","CHITTOOR","101859"
"FEMALE","ST","PDIT","PRIYADARSHINI INST OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","102061"
"FEMALE","ST","SIEN","SRI SARATHI INSTITUTE OF ENGG. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","NUZVID","102358"
"FEMALE","ST","SRTS","SRINIVASA INST OF TECHNOLOGY SCIENCE","ELECTRONICS AND COMMUNICATION ENGINEERING","KADAPA","102535"
"FEMALE","ST","GECG","GUNTUR ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","103255"
"FEMALE","ST","TMLN","TIRUMALA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","NARSARAOPET","103611"
"FEMALE","ST","VEMU","VEMU INSTITUTE OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","CHITTOOR","104722"
"FEMALE","ST","KISR","KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES","ELECTRONICS AND COMMUNICATION ENGINEERING","RAMACHANDRA PURAM","105217"
"FEMALE","ST","GITS","GONNA INST OF INFO TECHNOLOGY SCIENCES","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","107045"
"FEMALE","ST","MRCL","MIRACLE EDNL SOC GROUP OF INSTNS","ELECTRONICS AND COMMUNICATION ENGINEERING","BHOGAPURAM","107204"
"FEMALE","ST","VITAPU","VIT-AP UNIVERSITY","ELECTRONICS AND COMMUNICATION ENGINEERING","AMARAVATHI","107988"
"FEMALE","ST","ISTS","INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN","ELECTRONICS AND COMMUNICATION ENGINEERING","RAJAHMUNDRY","108281"
"FEMALE","ST","DLBC","DR L BULLAYYA COLL EGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","108974"
"FEMALE","ST","SIST","SIDDHARTHA INST OF SCI AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","PUTTUR","109460"
"FEMALE","ST","HIND","HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","109831"
"FEMALE","ST","ACEE","ADARSH COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","GOLLAPROLU","114459"
"FEMALE","ST","SVHE","D M S S V H COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","MACHILIPATNA M","114899"
"FEMALE","ST","UNIV","UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","116078"
"FEMALE","ST","AVEN","AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","NARSIPATNAM","116335"
"FEMALE","ST","DJRC","SRI CHAITANYA -DJR COLL OF ENGG AND TECH","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","116642"
"FEMALE","ST","RAVW","RAVINDRA COLLEGE OF ENGG FOR WOMEN","ELECTRONICS AND COMMUNICATION ENGINEERING","KURNOOL","118189"
"FEMALE","ST","CBIT","CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","PALLAVOLU","120016"
"FEMALE","ST","ANCUSF","ANU COLLEGE OF ENGG TECHNOLOGY-SELF FINANCE","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","121833"
"FEMALE","ST","AECN","ANDHRA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","ATMAKUR N","123130"
"FEMALE","ST","BECB","BAPATLA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","BAPATLA","124032"
"FEMALE","ST","SREC","SANTHIRAM ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","NANDYAL","124763"
"FEMALE","ST","SSCE","SRI SIVANI COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","SRIKAKULAM","125066"
"FEMALE","ST","ANURSF","ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE","ELECTRONICS AND COMMUNICATION ENGINEERING","RAJAHMUNDRY","125920"
"FEMALE","ST","PPDV","PALADUGU PARVATHI DEVI COLLEGE OF ENGG AND TECH","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","126471"
"FEMALE","ST","WSTM","WELLFARE INST OF SCIENCE TECH AND MGMT","ELECTRONICS AND COMMUNICATION ENGINEERING","PINAGADI","126495"
"FEMALE","ST","PVKK","P.V.K.K. INSTITUTE OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","ANANTAPURAM U","126580"
"FEMALE","ST","ASIT","AUDI SANKARA INST OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","GUDUR","127293"
"FEMALE","ST","SPMUSF","SCHOOL OF ENGG. TECH. SPMVV - SELF FINANCE","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","129012"
"FEMALE","ST","LIMT","LINGAYAS INST OF MGMT AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","129252"
"FEMALE","ST","GATE","GATES INSTITUTE OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","GOOTY","129572"
"FEMALE","ST","AMRN","A.M.REDDY MEMORIAL COLL. OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","NARSARAOPET","129747"
"FEMALE","ST","CITY","CHALAPATHI INST OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","130906"
"FEMALE","ST","KHIT","KALLAM HARANADH REDDY INST OF TECH","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","131929"
"FEMALE","ST","JNTN","JNTUK COLLEGE OF ENGINEERING NARSARAOPETA","ELECTRONICS AND COMMUNICATION ENGINEERING","NARSARAOPET","132493"
"FEMALE","ST","SVIK","SRI VENKATESWARA INSTT. OF SCIENCE AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","KADAPA","132516"
"FEMALE","ST","MTIE","MOTHER THERESA INST OF ENGG AND TECH","ELECTRONICS AND COMMUNICATION ENGINEERING","PALAMNER","132776"
"FEMALE","ST","MPLW","SRI MITTAPALLI INST OF TECHNOLOGY FOR WOMEN","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","133696"
"FEMALE","ST","LBCE","LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","MYLAVARAM","134198"
"FEMALE","ST","ABRK","ABR COLLEGE OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","KANIGIRI","134928"
"FEMALE","ST","AUEWSF","A U COLLEGE OF ENGG FOR WOMEN- SELF FINANCE","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","135970"
"FEMALE","ST","ELRU","ELURU COLLEGE OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","ELURU","136688"
"FEMALE","ST","VSVT","SRI VASAVI ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","TADEPALLIGUD EM","137548"
"FEMALE","ST","ADTP","ADITYA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","PEDDAPURAM","138259"
"FEMALE","ST","VRIT","VARAPRASAD REDDY INST OF TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","SATTENAPALLY","138433"
"FEMALE","ST","PSCV","POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","138919"
"FEMALE","ST","RVJC","R V R AND J C COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","139011"
"FEMALE","ST","ALIT","ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","139883"
"FEMALE","ST","VRSE","V R SIDDHARTHA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","139915"
"FEMALE","ST","SSCC","SRINIVASA INSTITUTE OF TECHNOLOGY AND MANG STUDIES","ELECTRONICS AND COMMUNICATION ENGINEERING","CHITTOOR","140349"
"FEMALE","ST","SPMUSF","SCHOOL OF ENGG. TECH. SPMVV - SELF FINANCE","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","141534"
"FEMALE","ST","ASVR","SVR ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","NANDYAL","142053"
"FEMALE","ST","KMMT","KMM INST OF TECHNOLOGY AND SCIENCE","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","142331"
"FEMALE","ST","GPRE","G P R ENGINEERING. COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","KURNOOL","142551"
"FEMALE","ST","BABA","BABA INST OF TECH AND SCIENCES","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","143324"
"FEMALE","ST","BVTS","BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.","ELECTRONICS AND COMMUNICATION ENGINEERING","AMALAPURAM","143692"
"FEMALE","ST","CHKN","CHAITANYA INST. OF SCI. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","KAKINADA","144868"
"FEMALE","ST","DHAN","DHANEKULA INST OF ENGG TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","145148"
"FEMALE","ST","LIET","LENDI INST OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VIZIANAGARAM","145462"
"FEMALE","ST","CHBR","CHEBROLU ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","145606"
"FEMALE","ST","VCTN","VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","146422"
"FEMALE","ST","RUCESF","RAYALASEEMA UNIVERSITY COLLEGE OF ENGG-SELF FINANCE","ELECTRONICS AND COMMUNICATION ENGINEERING","KURNOOL","146433"
"FEMALE","ST","RCEE","RAMACHANDRA COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","ELURU","146874"
"FEMALE","ST","SVET","SRI VASAVI INSTT OF ENGINEERING AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","PEDANA","147529"
"FEMALE","ST","SVPP","SRI VENKATESA PERUMAL COLLEGE OF ENGG. AND TECH","ELECTRONICS AND COMMUNICATION ENGINEERING","PUTTUR","148017"
"FEMALE","ST","VITW","VIJAYA INST. OF TECHNOLOGY FOR WOMEN","ELECTRONICS AND COMMUNICATION ENGINEERING","VIJAYAWADA","148416"
"FEMALE","ST","SRET","SREE RAMA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","148947"
"FEMALE","ST","ARTB","AVANTHIS RESEARCH AND TECHNOLOGICAL ACADEMY","ELECTRONICS AND COMMUNICATION ENGINEERING","BHOGAPURAM","149256"
"FEMALE","ST","SASI","SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","TADEPALLIGUD EM","149299"
"FEMALE","ST","BRNK","BRINDAVAN INST OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","KURNOOL","149685"
"FEMALE","ST","KORM","KANDULA OBUL REDDY MEMORIAL COLL. OF ENGG.","ELECTRONICS AND COMMUNICATION ENGINEERING","KADAPA","151418"
"FEMALE","ST","VITS","VAAGDEVI INSTITUTE OF TECHNOLOGY. AND SCI.","ELECTRONICS AND COMMUNICATION ENGINEERING","PRODDATUR","152072"
"FEMALE","ST","ACEM","ADITYA COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","MADANAPALLE","152504"
"FEMALE","ST","SEAT","SIDDARTHA EDNL ACADEMY GRP OF INSTNS","ELECTRONICS AND COMMUNICATION ENGINEERING","TIRUPATHI","154456"
"FEMALE","ST","BEMA","BHEEMA INST OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","ADONI","154491"
"FEMALE","ST","MPLG","SRI MITTAPALLI COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","154589"
"FEMALE","ST","ANMB","ACHARYA COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","BADVEL","154660"
"FEMALE","ST","CEVP","CHAITANYA ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","154838"
"FEMALE","ST","KTSP","KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE","ELECTRONICS AND COMMUNICATION ENGINEERING","DIVILI","155533"
"FEMALE","ST","RPRA","RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS","ELECTRONICS AND COMMUNICATION ENGINEERING","ONGOLE","155547"
"FEMALE","ST","BVCR","BVC ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","RAJAHMUNDRY","156061"
"FEMALE","ST","SVCK","SRI VENKATESWARA COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","KADAPA","156265"
"FEMALE","ST","IITM","INDIRA INST OF TECHNOLOGY SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","MARKAPUR","156805"
"FEMALE","ST","SKUASF","SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE","ELECTRONICS AND COMMUNICATION ENGINEERING","ANANTAPURAM U","157525"
